,prob_False,prob_True
0,0.8983774108407814,0.10162258915921865
1,0.8427005281488604,0.15729947185113952
2,0.8806218849040786,0.11937811509592146
3,0.8418454208799871,0.15815457912001288
4,0.1028811094880108,0.8971188905119893
5,0.8728818238295778,0.1271181761704222
6,0.5666149088694639,0.43338509113053614
7,0.8529520202603986,0.1470479797396015
8,0.8436746622108002,0.15632533778919988
9,0.835202761204539,0.16479723879546113
10,0.8155716123298238,0.18442838767017622
11,0.9024457760515714,0.09755422394842869
12,0.4081219219060629,0.5918780780939372
13,0.7675337902602822,0.23246620973971788
14,0.8494693536280004,0.15053064637199967
15,0.7995826779186107,0.2004173220813893
16,0.7391170972893986,0.26088290271060155
17,0.8183501440272865,0.18164985597271366
18,0.8944853439132641,0.10551465608673602
19,0.08538711612976502,0.9146128838702351
20,0.32530476935317976,0.6746952306468204
21,0.18834931276194614,0.811650687238054
22,0.8875640373345586,0.11243596266544145
23,0.7643282836612606,0.23567171633873937
24,0.36502985325605247,0.6349701467439476
25,0.8701237851109916,0.1298762148890085
26,0.8490534227077029,0.1509465772922971
27,0.8829904287850012,0.11700957121499886
28,0.8121150890287279,0.1878849109712722
29,0.611590226323262,0.388409773676738
30,0.7280012957770059,0.2719987042229942
31,0.7828980935349814,0.21710190646501865
32,0.7587139776360445,0.2412860223639554
33,0.8788414475473557,0.1211585524526444
34,0.7498004007313688,0.25019959926863133
35,0.2174482534685117,0.7825517465314884
36,0.8082326057262459,0.19176739427375405
37,0.7673024635184353,0.2326975364815646
38,0.21706118654237186,0.7829388134576281
39,0.2708550408220796,0.7291449591779204
40,0.7833473417819911,0.21665265821800894
41,0.8081881343753953,0.19181186562460473
42,0.7569532210071095,0.24304677899289062
43,0.5786137047679896,0.42138629523201043
44,0.7626851294080811,0.23731487059191902
45,0.7293873994801662,0.2706126005198338
46,0.8289235127477399,0.17107648725226024
47,0.5872208786334578,0.41277912136654216
48,0.743807075727919,0.25619292427208096
49,0.29263509624291595,0.7073649037570842
50,0.5541162028515476,0.4458837971484524
51,0.7170071600646731,0.2829928399353269
52,0.7589404804600632,0.24105951953993676
53,0.2493524274451046,0.7506475725548954
54,0.8664090760532088,0.13359092394679123
55,0.8505511581299239,0.14944884187007618
56,0.09840610252267644,0.9015938974773237
57,0.8476268936361189,0.15237310636388118
58,0.8699316715710856,0.13006832842891441
59,0.2927898344420323,0.7072101655579677
60,0.7561699072898771,0.24383009271012301
61,0.832322457767803,0.16767754223219705
62,0.5882813342515235,0.4117186657484766
63,0.8613297456074298,0.1386702543925703
64,0.8944855812568997,0.10551441874310036
65,0.8598620948810763,0.14013790511892363
66,0.8215274856908454,0.17847251430915462
67,0.860898475768006,0.13910152423199404
68,0.8599777231622636,0.14002227683773646
69,0.7985711467986625,0.20142885320133758
70,0.22216296830407228,0.7778370316959278
71,0.6487783709847367,0.3512216290152633
72,0.8292607826470308,0.17073921735296912
73,0.8135949902590252,0.18640500974097485
74,0.23766378819718495,0.7623362118028151
75,0.8098759573268905,0.19012404267310956
76,0.7875880337107775,0.2124119662892227
77,0.33605373166759417,0.6639462683324059
78,0.26162822480015346,0.7383717751998466
79,0.8653994510279113,0.13460054897208876
80,0.6808776542211938,0.31912234577880627
81,0.6275208373217799,0.3724791626782201
82,0.8179334631867563,0.1820665368132438
83,0.9035998045595441,0.096400195440456
84,0.6603639231872913,0.33963607681270874
85,0.876581589483982,0.12341841051601812
86,0.19920313954674546,0.8007968604532546
87,0.08137812455255491,0.9186218754474451
88,0.8480919924293773,0.15190800757062278
89,0.7361638492661249,0.2638361507338752
90,0.34381981307764126,0.6561801869223588
91,0.7609901120981268,0.23900988790187325
92,0.8522271765471462,0.1477728234528539
93,0.775400581381717,0.22459941861828311
94,0.8955470861470023,0.10445291385299785
95,0.04903951484503062,0.9509604851549694
96,0.8423841662338801,0.15761583376611998
97,0.888727234087012,0.1112727659129881
98,0.8359091430950529,0.1640908569049472
99,0.051749705805968035,0.9482502941940321
100,0.870565742443766,0.12943425755623403
101,0.08910599649130889,0.9108940035086912
102,0.6745218364696588,0.32547816353034126
103,0.8914894658382702,0.10851053416172987
104,0.8486310828348986,0.15136891716510154
105,0.7967328682456072,0.20326713175439298
106,0.88236753726029,0.11763246273971006
